 x,date,title_translate,title,searchCount,rank,words_list,"Coron-Related ( 1 yes, 0 not ) "
1272,2020/01/26,Beijing three doctors of new infection pneumonia,北京三名医生感染新型肺炎,8524816,23,"['北京', '三名', '医生', '感染', '新型', '肺炎']",
1273,2020/01/26,Wuhan before the fifteenth day of the outbreak may be the turning point,正月十五前武汉疫情可能出现拐点,8487018,24,"['正月', '十五', '正月十五', '前', '武汉', '疫情', '可能', '出现', '拐点']",
1274,2020/01/26,National travel agency to suspend swim team,全国旅行社暂停团队游,8485403,25,"['全国', '旅行', '行社', '旅行社', '暂停', '团队', '游']",
1275,2020/01/26,Xiaozhan 沧海一声笑,肖战 沧海一声笑,8478711,26,"['肖战', ' ', '沧海', '一声', '笑']",
1276,2020/01/26,Wuhan parties rush to the rescue,多方驰援武汉,8472786,27,"['多方', '驰援', '武汉']",
1277,2020/01/26,The new crown way to spread the virus not only by droplets,新冠病毒传播途径不仅靠飞沫,8418928,28,"['新冠', '病毒', '传播', '病毒传播', '途径', '不仅', '靠', '飞沫']",
1278,2020/01/26,Happy New Year new ways,新年祝福新玩法,8396513,29,"['新年', '祝福', '新', '玩法']",
1279,2020/01/26,12 new confirmed cases in Shandong,山东新增12例确诊病例,8307623,30,"['山东', '新增', '12', '例', '确诊', '病例']",
1280,2020/01/26,Medical trunk of adult diapers,医疗队行李箱里的成人纸尿裤,8302263,31,"['医疗', '医疗队', '行李', '行李箱', '里', '的', '成人', '纸尿裤']",
1281,2020/01/26,Hubei 1052 cases of new confirmed cases of pneumonia,湖北新型肺炎确诊病例1052例,8297387,32,"['湖北', '新型', '肺炎', '确诊', '病例', '1052', '例']",
1282,2020/01/26,Family reunion celebration circle,家圆团圆过大年,8212591,33,"['家圆', '团圆', '大年', '过大年']",
1283,2020/01/26,Heilongjiang started a response,黑龙江启动一级响应,8117559,34,"['龙江', '黑龙江', '启动', '一级', '响应']",
1284,2020/01/26,Shandong pause provincial bus passenger,山东暂停省际班车客运,8096176,35,"['山东', '暂停', '省际', '班车', '客运']",
1285,2020/01/26,Wuhan Jinyintan president said it was wartime,武汉金银潭院长称是战时状态,8083910,36,"['武汉', '金银', '潭', '院长', '称', '是', '战时', '状态']",
1286,2020/01/26,30 possible role in the treatment of pneumonia on new drugs,30种可能对新型肺炎有治疗作用的药物,8072139,37,"['30', '种', '可能', '对', '新型', '肺炎', '有', '治疗', '作用', '的', '药物']",
1287,2020/01/26,Guangdong Shantou vehicular entry into the vessel,广东汕头禁止车辆船只人员进入,8031005,38,"['广东', '汕头', '禁止', '车辆', '船只', '人员', '进入']",
1288,2020/01/26,Beijing schools and nursery school extension,北京大中小学幼儿园延期开学,7975824,39,"['北京', '大中', '中小', '小学', '大中小', '中小学', '大中小学', '幼儿', '幼儿园', '延期', '开学']",
1289,2020/01/26,What is a public health emergency response,什么是突发公共卫生事件一级响应,7920028,40,"['什么', '是', '突发', '公共', '卫生', '公共卫生', '事件', '一级', '响应']",
1290,2020/01/26,Wuhan's first refused to return home quarantine person,首例武汉返乡人员拒绝居家隔离者,7887753,41,"['首例', '武汉', '返乡', '人员', '拒绝', '居家', '隔离', '者']",
1291,2020/01/26,Zhang Jie Yue Yunpeng cross-border cooperation,张杰岳云鹏跨界合作,7790780,42,"['张杰', '岳云鹏', '跨界', '合作']",
1292,2020/01/26,Have advised parents not stopping,这样劝爸妈不串门,7730929,43,"['这样', '劝', '爸妈', '不', '串门']",
1293,2020/01/26,Zhong Nanshan said that the existing drugs used in clinical treatment,钟南山称已有药物将用于临床治疗,7715602,44,"['南山', '钟南山', '称', '已有', '药物', '将', '用于', '临床', '治疗']",
1294,2020/01/26,James Bryant career total score over,詹姆斯生涯总得分超科比,7713858,45,"['詹姆斯', '生涯', '总得', '得分', '总得分', '超', '科比']",
1295,2020/01/26,There is a large number of new seafood market in South crown virus,华南海鲜市场存在大量新冠病毒,7699080,46,"['华南', '海鲜', '市场', '存在', '大量', '新冠', '病毒']",
1296,2020/01/26,Fan Chengcheng Ouyang Nana Chorus,范丞丞欧阳娜娜合唱,7679342,47,"['范丞丞', '欧阳', '娜娜', '合唱']",
1297,2020/01/26,Army Military Medical University medical team arrived in Wuhan,陆军军医大学医疗队抵达武汉,7675569,48,"['陆军', '军医', '医大', '大学', '军医大', '军医大学', '医疗', '医疗队', '抵达', '武汉']",
1298,2020/01/26,Vulcan Hill Hospital in Wuhan completed the first ward,武汉火神山医院第一间病房建成,7614068,49,"['武汉', '火神', '山', '医院', '第一', '一间', '第一间', '病房', '建成']",
1299,2020/01/26,Shaanxi emergence of new cases of pneumonia a 9-year-old,陕西出现一名9岁新型肺炎病例,7543626,50,"['陕西', '出现', '一名', '9', '岁', '新型', '肺炎', '病例']",
1300,2020/01/27,Bryant daughter Gigi's death,科比女儿Gigi去世,23955556,1,"['科比', '女儿', 'Gigi', '去世']",
1301,2020/01/27,Of the total 2744 cases diagnosed with pneumonia new,全国累计确诊新型肺炎2744例,17233764,2,"['全国', '累计', '确诊', '新型', '肺炎', '2744', '例']",
1302,2020/01/27,Bryant's death,科比去世,14718938,3,"['科比', '去世']",
1303,2020/01/27,Henan version Xiaotangshan Hospital to start building,河南版小汤山医院开建,9885075,4,"['河南', '版', '小汤', '小汤山', '医院', '开建']",
1304,2020/01/27,Residential electricity arrears without power during the epidemic prevention and control,疫情防控期间居民用电欠费不停电,9347720,5,"['疫情', '防控', '期间', '居民', '用电', '欠费', '不停', '电']",
1305,2020/01/27,Four o'clock in Los Angeles,凌晨四点的洛杉矶,9094329,6,"['凌晨', '四点', '的', '洛杉矶']",
1306,2020/01/27,James learned that Bryant died tears collapse,詹姆斯得知科比去世泪崩,9028683,7,"['詹姆斯', '得知', '科比', '去世', '泪崩']",
1307,2020/01/27,Shandong All confirmed cases in the mild state,山东确诊病例全部处于轻症状态,8867164,8,"['山东', '确诊', '病例', '全部', '处于', '轻症', '状态']",
1308,2020/01/27,Cherish the memory of Bryant,缅怀科比,8859166,9,"['缅怀', '科比']",
1309,2020/01/27,Premier Li Keqiang arrived in Wuhan,李克强总理来到武汉,8715286,10,"['李克强', '总理', '来到', '武汉']",
1310,2020/01/27,Let people say Fujian protective clothing,让福建人说一句防护服,8665811,11,"['让', '福建', '福建人', '说', '一句', '防护', '防护服']",
1311,2020/01/27,Wuhan the next three days or will open 5000 beds,武汉未来3天或将开放5000张床位,8513372,12,"['武汉', '未来', '3', '天', '或', '将', '开放', '5000', '张', '床位']",
1312,2020/01/27,Doctor Sons encourage each compartment cover glass,医生父子隔防护玻璃互相打气,8209525,13,"['医生', '父子', '隔', '防护', '玻璃', '互相', '打气']",
1313,2020/01/27,Song Qian Song Weilong jiedi,宋茜宋威龙姐弟恋,8201532,14,"['宋茜', '宋', '威龙', '姐弟', '姐弟恋']",
1314,2020/01/27,The best start to the New Year TA,新年给TA最好的开始,8115823,15,"['新年', '给', 'TA', '最', '开始', '好的开始']",
1315,2020/01/27,National wildlife trade ban lifted before the epidemic,疫情解除前全国禁止野生动物交易,8100225,16,"['疫情', '解除', '前', '全国', '禁止', '野生', '生动', '动物', '野生动物', '交易']",
1316,2020/01/27,Wuhan medical staff interviewed hoarse voice,武汉医护人员接受采访声音沙哑,8022122,17,"['武汉', '医护', '护人', '人员', '医护人员', '接受', '采访', '声音', '沙哑']",
1317,2020/01/27,Zhejiang successfully isolated the novel coronavirus strains,浙江成功分离到新型冠状病毒毒株,7991992,18,"['浙江', '成功', '分离', '到', '新型', '冠状', '病毒', '冠状病毒', '毒株']",
1318,2020/01/27,There is a large number of new seafood market in South crown virus,华南海鲜市场存在大量新冠病毒,7971308,19,"['华南', '海鲜', '市场', '存在', '大量', '新冠', '病毒']",
1319,2020/01/27,肖战 Takeishi,肖战 竹石,7869718,20,"['肖战', ' ', '竹石']",
1320,2020/01/27,Hardcore protect the village ambassador,硬核护村大使,7804018,21,"['硬核', '护村', '大使']",
1321,2020/01/27,CCTV reporter an exclusive interview with the mayor of Wuhan City,央视记者专访武汉市市长,7798518,22,"['央视', '记者', '专访', '武汉', '武汉市', '市长']",
1322,2020/01/27,Appropriate to extend the Lunar New Year holidays,适当延长春节假期,7789064,23,"['适当', '延长', '春节', '节假', '假期', '春节假期']",
1323,2020/01/27,Live reporter in Wuhan choked several times,武汉记者直播中数度哽咽,7785700,24,"['武汉', '记者', '直播', '中', '数度', '哽咽']",
1324,2020/01/27,National government has put 11.21 billion epidemic prevention and control,全国财政已投112.1亿防控疫情,7754543,25,"['全国', '财政', '已', '投', '112.1', '亿', '防控', '疫情']",
1325,2020/01/27,Family reunion celebration circle,家圆团圆过大年,7709802,26,"['家圆', '团圆', '大年', '过大年']",
1326,2020/01/27,Relieve the burden on individual policy extended to patients with suspected,免除个人负担政策扩大至疑似病人,7637122,27,"['免除', '个人', '负担', '政策', '扩大', '至', '疑似', '病人']",
1327,2020/01/27,Bryant Godfrey photo,科比高以翔合影,7615587,28,"['科比', '高以翔', '合影']",
1328,2020/01/27,Wuhan confirmed cases may add about 1000 cases,武汉确诊病例可能再增加约1000例,7605380,29,"['武汉', '确诊', '病例', '可能', '再', '增加', '约', '1000', '例']",
1329,2020/01/27,Zhong Nanshan protection team scarce supplies,钟南山团队防护物资奇缺,7587394,30,"['南山', '钟南山', '团队', '防护', '物资', '奇缺']",
1330,2020/01/27,One person will not be tonight dialogue Zhong Nanshan,白岩松今晚不会对话钟南山,7563818,31,"['白岩松', '今晚', '不会', '对话', '南山', '钟南山']",
1331,2020/01/27,Hainan's first new cases of pneumonia deaths,海南首例新型肺炎病例死亡,7473218,32,"['海南', '首例', '新型', '肺炎', '病例', '死亡']",
1332,2020/01/27,Anhui appear clusters of disease,安徽出现聚集性疫情,7465474,33,"['安徽', '出现', '聚集', '性', '疫情']",
1333,2020/01/27,"Japan, regardless of nationality new crown pneumonia treatment at public expense",日本不分国籍公费治疗新冠肺炎,7441599,34,"['日本', '不', '分', '国籍', '公费', '治疗', '新冠', '肺炎']",
1334,2020/01/27,Afghan crash of Flight,阿富汗航班坠毁,7430200,35,"['阿富汗', '航班', '坠毁']",
1335,2020/01/27,Hu Fei Zeng Yin miss,胡一菲曾小贤错过,7407303,36,"['胡一菲', '曾', '小贤', '错过']",
1336,2020/01/27,Shanghai delayed return to work and school,上海延迟复工和开学,7371523,37,"['上海', '延迟', '复工', '和', '开学']",
1337,2020/01/27,9 months babies diagnosed with pneumonia new,9个月婴儿确诊新型肺炎,7369727,38,"['9', '个', '月', '婴儿', '确诊', '新型', '肺炎']",
1338,2020/01/27,Wuhan Mayor acknowledged the information disclosure is not timely,武汉市长承认信息披露不及时,7357605,39,"['武汉', '武汉市', '长', '承认', '信息', '披露', '不', '及时']",
1339,2020/01/27,Wuhan Xiehe medical staff clinical symptoms under control,武汉协和医护人员临床症状得到控制,7296069,40,"['武汉', '协和', '医护', '护人', '人员', '医护人员', '临床', '症状', '得到', '控制']",
1340,2020/01/27,Wuhan Min were appointed former director died,武汉民宗委原主任去世,7276733,41,"['武汉', '民宗委原', '主任', '去世']",
1341,2020/01/27,Guangdong's first novel coronavirus strains isolated strains,广东首株新型冠状病毒毒株分离,7271098,42,"['广东', '首株', '新型', '冠状', '病毒', '冠状病毒', '毒株', '分离']",
1342,2020/01/27,Shandong's first novel coronavirus detection products,山东首个新型冠状病毒检测产品,7233360,43,"['山东', '首个', '新型', '冠状', '病毒', '冠状病毒', '检测', '产品']",
1343,2020/01/27,Wuhan's first refused to return home quarantine person,首例武汉返乡人员拒绝居家隔离者,7195353,44,"['首例', '武汉', '返乡', '人员', '拒绝', '居家', '隔离', '者']",
1344,2020/01/27,Bored to play with Siri idiom,无聊到跟Siri玩成语接龙,7150815,45,"['无聊', '到', '跟', 'Siri', '玩', '成语', '接龙']",
1345,2020/01/27,Bryant three days ago to send blessings China,科比三天前为中国送祝福,7114106,46,"['科比', '三天', '前', '为', '中国', '祝福', '送祝福']",
1346,2020/01/27,Grammy tribute Bryant,格莱美致敬科比,7067107,47,"['格莱美', '致敬', '科比']",
1347,2020/01/27,Vulcan Hill Hospital to hand over military,火神山医院将移交军方,7052775,48,"['火神', '山', '医院', '将', '移交', '军方']",
1348,2020/01/27,Fans heard Bryant's death dissolved in tears,球迷听到科比去世哭成泪人,7038950,49,"['球迷', '听到', '科比', '去世', '哭', '成', '泪人']",
1349,2020/01/27,There are over 500 million people to leave Wuhan,有500多万人离开了武汉,6995504,50,"['有', '500', '多万', '人', '离开', '了', '武汉']",
1350,2020/01/28,Tibet start the second response,西藏启动二级响应,10323428,1,"['西藏', '启动', '二级', '响应']",
1351,2020/01/28,Minibuses free passage extended to February 2,小型客车免费通行延长至2月2日,10198527,2,"['小型', '客车', '免费', '通行', '延长', '至', '2', '月', '2', '日']",
1352,2020/01/28,Of the total of confirmed cases increased to 4515 cases,全国累计确诊病例增至4515例,10140424,3,"['全国', '累计', '确诊', '病例', '增至', '4515', '例']",
1353,2020/01/28,Mild patients about a week to recover,轻症病人1周左右恢复,10040196,4,"['轻症', '病人', '1', '周', '左右', '恢复']",
1354,2020/01/28,Novel coronavirus for all age groups are susceptible,新型冠状病毒对所有年龄组都易感,10039455,5,"['新型', '冠状', '病毒', '冠状病毒', '对', '所有', '年龄', '年龄组', '都', '易感']",
1355,2020/01/28,Novel coronavirus can be spread through contact,新型冠状病毒可通过接触传播,9927406,6,"['新型', '冠状', '病毒', '冠状病毒', '可', '通过', '接触', '传播']",
1356,2020/01/28,"Henan new cases of pneumonia, 40 cases of the new",河南新增确诊40例新型肺炎,9811998,7,"['河南', '新增', '确诊', '40', '例', '新型', '肺炎']",
1357,2020/01/28,Relieve the burden on individual policy extended to patients with suspected,免除个人负担政策扩大至疑似病人,9736139,8,"['免除', '个人', '负担', '政策', '扩大', '至', '疑似', '病人']",
1358,2020/01/28,Vibrato free online Chinese New Year movie file,抖音线上免费春节档电影,9685376,9,"['抖音线', '上', '免费', '春节', '档', '电影']",
1359,2020/01/28,"Novel coronavirus vaccine research and development, officially approved",新型冠状病毒疫苗研发正式立项,9681804,10,"['新型', '冠状', '病毒', '冠状病毒', '疫苗', '研发', '正式', '立项']",
1360,2020/01/28,"Old waste recycling donations 10,000 yuan",回收废品的老人捐款1万元,9543553,11,"['回收', '废品', '的', '老人', '捐款', '1', '万元']",
1361,2020/01/28,Geographical importance can not become a geographical discrimination,地域重视不能变成地域歧视,9489295,12,"['地域', '重视', '不能', '变成', '地域', '歧视']",
1362,2020/01/28,3.4 million students in the United States to raise protective clothing to donate Wuhan,在美留学生募集340万防护服捐武汉,9487953,13,"['在', '美', '留学', '学生', '留学生', '募集', '340', '万', '防护', '防护服', '捐', '武汉']",
1363,2020/01/28,Hainan's first new cases of pneumonia deaths,海南首例新型肺炎病例死亡,9468290,14,"['海南', '首例', '新型', '肺炎', '病例', '死亡']",
1364,2020/01/28,Henan province's schools delayed opening,河南全省学校推迟开学,9454791,15,"['河南', '全省', '学校', '推迟', '开学']",
1365,2020/01/28,National TV entertainment programs to reduce,全国卫视减少娱乐性节目,9420530,16,"['全国', '卫视', '减少', '娱乐', '娱乐性', '节目']",
1366,2020/01/28,Dr. Qinghua stay home to a cat talk function,清华博士宅在家给猫讲函数,9386332,17,"['清华', '博士', '宅', '在家', '给', '猫', '讲', '函数']",
1367,2020/01/28,One week or 10 days epidemic reached its peak,疫情1周或10天左右达到高峰,9318114,18,"['疫情', '1', '周', '或', '10', '天', '左右', '达到', '高峰']",
1368,2020/01/28,Guangxi Jixun over 5000 fellow passengers,广西急寻超5000名同行乘客,9285687,19,"['广西', '急', '寻超', '5000', '名', '同行', '乘客']",
1369,2020/01/28,Wei health committee to respond to published data and network transmission Mom,卫健委回应公布数据与网传差太多,9260373,20,"['卫健委', '回应', '公布', '数据', '与', '网传', '太多', '差太多']",
1370,2020/01/28,Yi Xi smelt one thousand teach you to make bread,易烊千玺教你做面包,9121366,21,"['易', '烊', '千玺', '教你做', '面包']",
1371,2020/01/28,"Nearly 6,000 people nationwide medical support Hubei",全国医疗队近6000人支援湖北,9062758,22,"['全国', '医疗', '医疗队', '近', '6000', '人', '支援', '湖北']",
1372,2020/01/28,Vulcan Hill Hospital Ward released the first Open House,火神山医院第一间样板病房出炉,9059521,23,"['火神', '山', '医院', '第一', '一间', '第一间', '样板', '病房', '出炉']",
1373,2020/01/28,New Year pajamas contest,新年睡衣大赛,9039206,24,"['新年', '睡衣', '大赛']",
1374,2020/01/28,Experts respond if need be extended for holidays,专家回应假期是否需再延长,9036819,25,"['专家', '回应', '假期', '是否', '需再', '延长']",
1375,2020/01/28,Zhong Nanshan to support medical refueling Hubei,钟南山为支援湖北医疗队加油,8959067,26,"['南山', '钟南山', '为', '支援', '湖北', '医疗', '医疗队', '加油']",
1376,2020/01/28,"Zhong Nanshan, a massive increase in cases not",钟南山 病例不会大规模增加了,8892527,27,"['南山', '钟南山', ' ', '病例', '不会', '大规', '规模', '大规模', '增加', '了']",
1377,2020/01/28,Notice of the Ministry of Education school extension,教育部通知延期开学,8881702,28,"['教育', '教育部', '通知', '延期', '开学']",
1378,2020/01/28,Wang Yibo Sword Dance,王一博剑舞,8852404,29,"['王一博', '剑舞']",
1379,2020/01/28,New pneumonia asymptomatic infection,新型肺炎出现无症状感染者,8822528,30,"['新型', '肺炎', '出现', '症状', '无症状', '感染', '感染者']",
1380,2020/01/28,Hubei new confirmed cases 1291 cases,湖北新增确诊病例1291例,8784933,31,"['湖北', '新增', '确诊', '病例', '1291', '例']",
1381,2020/01/28,Ten times the purchase price of pharmacies selling masks fined 3 million,药房进价十倍卖口罩被罚300万,8748927,32,"['药房', '进价', '十倍', '卖', '口罩', '被', '罚', '300', '万']",
1382,2020/01/28,Consumers questioned masks were beaten too expensive,消费者质疑口罩太贵遭殴打,8705609,33,"['消费', '消费者', '质疑', '口罩', '太贵', '遭', '殴打']",
1383,2020/01/28,Henan 300 households a cell to be isolated 14 days,河南一小区300多户要被隔离14天,8645769,34,"['河南', '一', '小区', '300', '多户', '要', '被', '隔离', '14', '天']",
1384,2020/01/28,Tribute to James Bryant,詹姆斯悼念科比,8636868,35,"['詹姆斯', '悼念', '科比']",
1385,2020/01/28,Wuhan Red Cross service charge is rumor,武汉红十字会收取服务费是谣言,8602315,36,"['武汉', '十字', '红十字', '红十字会', '收取', '服务', '服务费', '是', '谣言']",
1386,2020/01/28,These days the girl's hair,这几天女孩子的头发,8558027,37,"['这', '几天', '女孩', '孩子', '女孩子', '的', '头发']",
1387,2020/01/28,Anhui new confirmed cases in 36 cases,安徽新增确诊病例36例,8535250,38,"['安徽', '新增', '确诊', '病例', '36', '例']",
1388,2020/01/28,"Tianjin, the first virus detection kit sent to Wuhan",天津首批病毒检测试剂盒发往武汉,8524227,39,"['天津', '首批', '病毒', '检测', '病毒检测', '试剂', '试剂盒', '发', '往', '武汉']",
1389,2020/01/28,Earthquake survivors female nurse Qingzhan Wuhan,汶川地震幸存女护士请战武汉,8518715,40,"['汶川', '地震', '幸存', '护士', '女护士', '请战', '武汉']",
1390,2020/01/28,Year of the Rat good singing voice,鼠年好歌喉,8510933,41,"['鼠年', '好', '歌喉']",
1391,2020/01/28,Around the village cadres propaganda loudspeakers pk,各地村干部大喇叭喊话pk,8413471,42,"['各地', '干部', '村干部', '大', '喇叭', '喊话', 'pk']",
1392,2020/01/28,"A cabbage sell 63.9 yuan fined 500,000",一颗白菜卖63.9元被罚50万,8401943,43,"['一颗', '白菜', '卖', '63.9', '元', '被', '罚', '50', '万']",
1393,2020/01/28,One person ran in front of the truth to the rumors,白岩松 真相要跑到谣言前面,8356847,44,"['白岩松', ' ', '真相', '要', '跑', '到', '谣言', '前面']",
1394,2020/01/28,Chinese people in Japan return the country to mad to buy masks,日本华人狂买口罩寄回国内,8344280,45,"['日本', '华人', '狂买', '口罩', '寄回', '国内']",
1395,2020/01/28,"Shandong 20,000 goggles rush to the rescue Wuhan",山东2万副护目镜驰援武汉,8330837,46,"['山东', '2', '万', '副', '护目', '目镜', '护目镜', '驰援', '武汉']",
1396,2020/01/28,Jiangsu new new 23 cases of pneumonia,江苏新增23例新型肺炎,8194677,47,"['江苏', '新增', '23', '例', '新型', '肺炎']",
1397,2020/01/28,Chongqing 22 new confirmed cases,重庆新增22例确诊病例,8157553,48,"['重庆', '新增', '22', '例', '确诊', '病例']",
1398,2020/01/28,Shanxi 7 new confirmed cases,山西新增7例确诊病例,8128072,49,"['山西', '新增', '7', '例', '确诊', '病例']",
1399,2020/01/28,Guy leaving 500 masks ran,小伙丢下500个口罩就跑,8115130,50,"['小伙', '丢下', '500', '个', '口罩', '就', '跑']",
1400,2020/01/29,Of the total of confirmed cases increased to 5974 cases,全国累计确诊病例增至5974例,12426399,1,"['全国', '累计', '确诊', '病例', '增至', '5974', '例']",
1401,2020/01/29,Experts respond asymptomatic patients with contagious,专家回应无症状患者也会传染,12137240,2,"['专家', '回应', '症状', '无症状', '患者', '也', '会', '传染']",
1402,2020/01/29,Li Lanjuan from the vaccine have been close,李兰娟 离拥有疫苗已经很近了,11833001,3,"['李兰娟', ' ', '离', '拥有', '疫苗', '已经', '很近', '了']",
1403,2020/01/29,JJ Stay With You,林俊杰 Stay With You,11543873,4,"['俊杰', '林俊杰', ' ', 'Stay', ' ', 'With', ' ', 'You']",
1404,2020/01/29,Bryant crash all nine bodies found,科比坠机事故9具遗体全部找到,11306314,5,"['科比', '坠机', '事故', '9', '具', '遗体', '全部', '找到']",
1405,2020/01/29,The number of new diagnosed SARS pneumonia than,新型肺炎确诊人数超过非典,11060341,6,"['新型', '肺炎', '确诊', '人数', '超过', '非典']",
1406,2020/01/29,A wide variety of pastime,五花八门的消遣方式,10747480,7,"['五花', '八门', '五花八门', '的', '消遣', '方式']",
1407,2020/01/29,Guangdong new new 53 cases of pneumonia,广东新增53例新型肺炎,10475562,8,"['广东', '新增', '53', '例', '新型', '肺炎']",
1408,2020/01/29,Zhejiang new 123 cases of new pneumonia,浙江新增123例新型肺炎,10179827,9,"['浙江', '新增', '123', '例', '新型', '肺炎']",
1409,2020/01/29,Guizhou No new pneumonia 28 new cases,贵州28日无新型肺炎新增病例,9917222,10,"['贵州', '28', '日', '无', '新型', '肺炎', '新增', '病例']",
1410,2020/01/29,These days the girl's hair,这几天女孩子的头发,9910245,11,"['这', '几天', '女孩', '孩子', '女孩子', '的', '头发']",
1411,2020/01/29,Three drugs inhibit the virus better,3种药物对病毒有较好抑制作用,9657387,12,"['3', '种', '药物', '对', '病毒', '有', '较', '好', '抑制', '制作', '作用', '抑制作用']",
1412,2020/01/29,Year of the Rat good singing voice,鼠年好歌喉,9527498,13,"['鼠年', '好', '歌喉']",
1413,2020/01/29,New students will be six people infected with pneumonia,同学会6人感染新型肺炎,9425379,14,"['同学', '学会', '同学会', '6', '人', '感染', '新型', '肺炎']",
1414,2020/01/29,The new outbreak of pneumonia may improve before the Lantern Festival,新型肺炎疫情可能元宵节前好转,9397610,15,"['新型', '肺炎', '疫情', '可能', '元宵', '元宵节', '前', '好转']",
1415,2020/01/29,"Zhong Nanshan, a massive increase in cases not",钟南山 病例不会大规模增加了,9368361,16,"['南山', '钟南山', ' ', '病例', '不会', '大规', '规模', '大规模', '增加', '了']",
1416,2020/01/29,Hefei public to send a 200 masks to the police station,合肥一市民送200个口罩到派出所,9218332,17,"['合肥', '一', '市民', '送', '200', '个', '口罩', '到', '派出', '派出所']",
1417,2020/01/29,Japan confirmed tour bus driver was carrying Dalian,日本确诊大巴司机曾载大连旅行团,9185233,18,"['日本', '确诊', '大巴', '司机', '曾载', '大连', '旅行', '旅行团']",
1418,2020/01/29,Wuhan 87-year-old mother cured,武汉87岁婆婆治愈出院,9184367,19,"['武汉', '87', '岁', '婆婆', '治愈', '出院']",
1419,2020/01/29,Students will be infected with a new type of pneumonia 6,一场同学会感染6个新型肺炎,8976231,20,"['一场', '同学', '学会', '同学会', '感染', '6', '个', '新型', '肺炎']",
1420,2020/01/29,Henan new new 38 cases of pneumonia,河南新增38例新型肺炎,8812257,21,"['河南', '新增', '38', '例', '新型', '肺炎']",
1421,2020/01/29,Anhui's first confirmed cases were cured,安徽省首例确诊病例治愈出院,8786102,22,"['安徽', '安徽省', '首例', '确诊', '病例', '治愈', '出院']",
1422,2020/01/29,Each team play live Memorial Kobe,各球队比赛现场纪念科比,8782860,23,"['各', '球队', '比赛', '现场', '纪念', '科比']",
1423,2020/01/29,Xiaozhan eat gold dumplings,肖战吃到金币饺子,8671484,24,"['肖战', '吃', '到', '金币', '饺子']",
1424,2020/01/29,Hubei new confirmed cases 840 cases,湖北新增确诊病例840例,8494960,25,"['湖北', '新增', '确诊', '病例', '840', '例']",
1425,2020/01/29,Wuxi deck rollover accidents 17 officials have been processed,无锡市桥面侧翻事故17官员被处理,8443434,26,"['无锡', '无锡市', '桥面', '侧翻', '事故', '17', '官员', '被', '处理']",
1426,2020/01/29,Shandong new new 26 cases of pneumonia,山东新增26例新型肺炎,8420672,27,"['山东', '新增', '26', '例', '新型', '肺炎']",
1427,2020/01/29,Veterans buy 4000 masks distributed to the public,退役军人买4000只口罩发给市民,8376583,28,"['退役', '军人', '退役军人', '买', '4000', '只', '口罩', '发给', '市民']",
1428,2020/01/29,Earthquake survivors female nurse Qingzhan Wuhan,汶川地震幸存女护士请战武汉,8325570,29,"['汶川', '地震', '幸存', '护士', '女护士', '请战', '武汉']",
1429,2020/01/29,Chongqing's first confirmed cases were cured,重庆首例确诊病例治愈出院,8244362,30,"['重庆', '首例', '确诊', '病例', '治愈', '出院']",
1430,2020/01/29,Friends infection that fellow doctors tears collapse in critical condition,得知同行好友感染病危医生泪崩,8150518,31,"['得知', '同行', '好友', '感染', '病危', '医生', '泪崩']",
1431,2020/01/29,Isolated three novel coronavirus strains,分离到三株新型冠状病毒毒株,8144920,32,"['分离', '到', '三株', '新型', '冠状', '病毒', '冠状病毒', '毒株']",
1432,2020/01/29,Dean Jinyintan hospital suffering from Amyotrophic Lateral Sclerosis disease,金银潭医院院长身患渐冻症,8094117,33,"['金银', '潭', '医院', '院长', '医院院长', '身患', '渐冻症']",
1433,2020/01/29,Kobe Time magazine cover,科比 时代周刊封面,8085614,34,"['科比', ' ', '时代', '周刊', '时代周刊', '封面']",
1434,2020/01/29,Experts respond if need be extended for holidays,专家回应假期是否需再延长,8077935,35,"['专家', '回应', '假期', '是否', '需再', '延长']",
1435,2020/01/29,Fifth welcome the God of Wealth,初五迎财神,8063506,36,"['初五', '迎', '财神']",
1436,2020/01/29,Zhu Yilong donated RMB 1 million to support Wuhan,朱一龙捐款100万元支援武汉,7925635,37,"['朱一龙', '捐款', '100', '万元', '支援', '武汉']",
1437,2020/01/29,Ministry of Public Security official explicitly prohibit the unauthorized road closures,公安部正式明确严禁擅自封路,7851348,38,"['公安', '安部', '公安部', '正式', '明确', '严禁', '擅自', '封路']",
1438,2020/01/29,The minimum Anhui diagnosed patient only 8 months old,安徽最小确诊患者仅8个月大,7796557,39,"['安徽', '最小', '确诊', '患者', '仅', '8', '个', '月', '大']",
1439,2020/01/29,Husband sent his wife a year rush to the rescue Wuhan propaganda do housework,丈夫送妻驰援武汉喊话做一年家务,7712039,40,"['丈夫', '送妻', '驰援', '武汉', '喊话', '做', '一年', '家务']",
1440,2020/01/29,White House temporarily suspended Sino-US flights,白宫暂时不暂停中美航班,7640572,41,"['白宫', '暂时', '不', '暂停', '中', '美', '航班']",
1441,2020/01/29,Sichuan first cases were cured,四川首例病例治愈,7590969,42,"['四川', '首例', '病例', '治愈']",
1442,2020/01/29,White House considering canceling all flights between China and the US,白宫考虑取消中美间所有航班,7552399,43,"['白宫', '考虑', '取消', '中美', '中美间', '所有', '航班']",
